rubric_title,course,module,criterion,level4_name,level4_points,level4_description,level3_name,level3_points,level3_description,level2_name,level2_points,level2_description,level1_name,level1_points,level1_description
16-adas-driver-assistance - week-01-introduction,16-adas-driver-assistance,week-01-introduction,(list objectives for ADAS & Driver Assistance),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for adas & driver assistance).,Meets expectations (3),3,Competent performance meeting expected (list objectives for adas & driver assistance).,Approaching (2),2,Partial performance showing basic (list objectives for adas & driver assistance).
16-adas-driver-assistance - week-02-fundamentals,16-adas-driver-assistance,week-02-fundamentals,(list objectives for ADAS & Driver Assistance),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for adas & driver assistance).,Meets expectations (3),3,Competent performance meeting expected (list objectives for adas & driver assistance).,Approaching (2),2,Partial performance showing basic (list objectives for adas & driver assistance).
16-adas-driver-assistance - week-03-components,16-adas-driver-assistance,week-03-components,(list objectives for ADAS & Driver Assistance),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for adas & driver assistance).,Meets expectations (3),3,Competent performance meeting expected (list objectives for adas & driver assistance).,Approaching (2),2,Partial performance showing basic (list objectives for adas & driver assistance).
16-adas-driver-assistance - week-04-diagnostics,16-adas-driver-assistance,week-04-diagnostics,(list objectives for ADAS & Driver Assistance),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for adas & driver assistance).,Meets expectations (3),3,Competent performance meeting expected (list objectives for adas & driver assistance).,Approaching (2),2,Partial performance showing basic (list objectives for adas & driver assistance).
16-adas-driver-assistance - week-05-service-procedures,16-adas-driver-assistance,week-05-service-procedures,(list objectives for ADAS & Driver Assistance),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for adas & driver assistance).,Meets expectations (3),3,Competent performance meeting expected (list objectives for adas & driver assistance).,Approaching (2),2,Partial performance showing basic (list objectives for adas & driver assistance).
16-adas-driver-assistance - week-06-review,16-adas-driver-assistance,week-06-review,(list objectives for ADAS & Driver Assistance),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for adas & driver assistance).,Meets expectations (3),3,Competent performance meeting expected (list objectives for adas & driver assistance).,Approaching (2),2,Partial performance showing basic (list objectives for adas & driver assistance).
Course Rubric — DRAFT,17-diesel-emissions-control,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,17-diesel-emissions-control,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,17-diesel-emissions-control,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,17-diesel-emissions-control,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
17-diesel-emissions-control - week-01-introduction,17-diesel-emissions-control,week-01-introduction,(list objectives for Diesel Emissions Control),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel emissions control).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel emissions control).,Approaching (2),2,Partial performance showing basic (list objectives for diesel emissions control).
17-diesel-emissions-control - week-02-fundamentals,17-diesel-emissions-control,week-02-fundamentals,(list objectives for Diesel Emissions Control),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel emissions control).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel emissions control).,Approaching (2),2,Partial performance showing basic (list objectives for diesel emissions control).
17-diesel-emissions-control - week-03-components,17-diesel-emissions-control,week-03-components,(list objectives for Diesel Emissions Control),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel emissions control).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel emissions control).,Approaching (2),2,Partial performance showing basic (list objectives for diesel emissions control).
17-diesel-emissions-control - week-04-diagnostics,17-diesel-emissions-control,week-04-diagnostics,(list objectives for Diesel Emissions Control),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel emissions control).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel emissions control).,Approaching (2),2,Partial performance showing basic (list objectives for diesel emissions control).
17-diesel-emissions-control - week-05-service-procedures,17-diesel-emissions-control,week-05-service-procedures,(list objectives for Diesel Emissions Control),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel emissions control).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel emissions control).,Approaching (2),2,Partial performance showing basic (list objectives for diesel emissions control).
17-diesel-emissions-control - week-06-review,17-diesel-emissions-control,week-06-review,(list objectives for Diesel Emissions Control),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel emissions control).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel emissions control).,Approaching (2),2,Partial performance showing basic (list objectives for diesel emissions control).
Course Rubric — DRAFT,18-heavy-duty-truck-systems,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,18-heavy-duty-truck-systems,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,18-heavy-duty-truck-systems,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,18-heavy-duty-truck-systems,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
18-heavy-duty-truck-systems - week-01-introduction,18-heavy-duty-truck-systems,week-01-introduction,(list objectives for Heavy Duty Truck Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for heavy duty truck systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for heavy duty truck systems).,Approaching (2),2,Partial performance showing basic (list objectives for heavy duty truck systems).
18-heavy-duty-truck-systems - week-02-fundamentals,18-heavy-duty-truck-systems,week-02-fundamentals,(list objectives for Heavy Duty Truck Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for heavy duty truck systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for heavy duty truck systems).,Approaching (2),2,Partial performance showing basic (list objectives for heavy duty truck systems).
18-heavy-duty-truck-systems - week-03-components,18-heavy-duty-truck-systems,week-03-components,(list objectives for Heavy Duty Truck Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for heavy duty truck systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for heavy duty truck systems).,Approaching (2),2,Partial performance showing basic (list objectives for heavy duty truck systems).
18-heavy-duty-truck-systems - week-04-diagnostics,18-heavy-duty-truck-systems,week-04-diagnostics,(list objectives for Heavy Duty Truck Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for heavy duty truck systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for heavy duty truck systems).,Approaching (2),2,Partial performance showing basic (list objectives for heavy duty truck systems).
18-heavy-duty-truck-systems - week-05-service-procedures,18-heavy-duty-truck-systems,week-05-service-procedures,(list objectives for Heavy Duty Truck Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for heavy duty truck systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for heavy duty truck systems).,Approaching (2),2,Partial performance showing basic (list objectives for heavy duty truck systems).
18-heavy-duty-truck-systems - week-06-review,18-heavy-duty-truck-systems,week-06-review,(list objectives for Heavy Duty Truck Systems),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for heavy duty truck systems).,Meets expectations (3),3,Competent performance meeting expected (list objectives for heavy duty truck systems).,Approaching (2),2,Partial performance showing basic (list objectives for heavy duty truck systems).
Course Rubric — DRAFT,19-high-voltage-systems-service,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,19-high-voltage-systems-service,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,19-high-voltage-systems-service,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,19-high-voltage-systems-service,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
19-high-voltage-systems-service - week-01-introduction,19-high-voltage-systems-service,week-01-introduction,(list objectives for High-Voltage Systems Service),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for high-voltage systems service).,Meets expectations (3),3,Competent performance meeting expected (list objectives for high-voltage systems service).,Approaching (2),2,Partial performance showing basic (list objectives for high-voltage systems service).
19-high-voltage-systems-service - week-02-fundamentals,19-high-voltage-systems-service,week-02-fundamentals,(list objectives for High-Voltage Systems Service),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for high-voltage systems service).,Meets expectations (3),3,Competent performance meeting expected (list objectives for high-voltage systems service).,Approaching (2),2,Partial performance showing basic (list objectives for high-voltage systems service).
19-high-voltage-systems-service - week-03-components,19-high-voltage-systems-service,week-03-components,(list objectives for High-Voltage Systems Service),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for high-voltage systems service).,Meets expectations (3),3,Competent performance meeting expected (list objectives for high-voltage systems service).,Approaching (2),2,Partial performance showing basic (list objectives for high-voltage systems service).
19-high-voltage-systems-service - week-04-diagnostics,19-high-voltage-systems-service,week-04-diagnostics,(list objectives for High-Voltage Systems Service),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for high-voltage systems service).,Meets expectations (3),3,Competent performance meeting expected (list objectives for high-voltage systems service).,Approaching (2),2,Partial performance showing basic (list objectives for high-voltage systems service).
19-high-voltage-systems-service - week-05-service-procedures,19-high-voltage-systems-service,week-05-service-procedures,(list objectives for High-Voltage Systems Service),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for high-voltage systems service).,Meets expectations (3),3,Competent performance meeting expected (list objectives for high-voltage systems service).,Approaching (2),2,Partial performance showing basic (list objectives for high-voltage systems service).
19-high-voltage-systems-service - week-06-review,19-high-voltage-systems-service,week-06-review,(list objectives for High-Voltage Systems Service),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for high-voltage systems service).,Meets expectations (3),3,Competent performance meeting expected (list objectives for high-voltage systems service).,Approaching (2),2,Partial performance showing basic (list objectives for high-voltage systems service).
Course Rubric — DRAFT,20-ev-charging-infrastructure,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,20-ev-charging-infrastructure,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,20-ev-charging-infrastructure,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,20-ev-charging-infrastructure,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
20-ev-charging-infrastructure - week-01-introduction,20-ev-charging-infrastructure,week-01-introduction,(list objectives for EV Charging Infrastructure),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev charging infrastructure).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev charging infrastructure).,Approaching (2),2,Partial performance showing basic (list objectives for ev charging infrastructure).
20-ev-charging-infrastructure - week-02-fundamentals,20-ev-charging-infrastructure,week-02-fundamentals,(list objectives for EV Charging Infrastructure),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev charging infrastructure).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev charging infrastructure).,Approaching (2),2,Partial performance showing basic (list objectives for ev charging infrastructure).
20-ev-charging-infrastructure - week-03-components,20-ev-charging-infrastructure,week-03-components,(list objectives for EV Charging Infrastructure),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev charging infrastructure).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev charging infrastructure).,Approaching (2),2,Partial performance showing basic (list objectives for ev charging infrastructure).
20-ev-charging-infrastructure - week-04-diagnostics,20-ev-charging-infrastructure,week-04-diagnostics,(list objectives for EV Charging Infrastructure),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev charging infrastructure).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev charging infrastructure).,Approaching (2),2,Partial performance showing basic (list objectives for ev charging infrastructure).
20-ev-charging-infrastructure - week-05-service-procedures,20-ev-charging-infrastructure,week-05-service-procedures,(list objectives for EV Charging Infrastructure),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev charging infrastructure).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev charging infrastructure).,Approaching (2),2,Partial performance showing basic (list objectives for ev charging infrastructure).
20-ev-charging-infrastructure - week-06-review,20-ev-charging-infrastructure,week-06-review,(list objectives for EV Charging Infrastructure),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for ev charging infrastructure).,Meets expectations (3),3,Competent performance meeting expected (list objectives for ev charging infrastructure).,Approaching (2),2,Partial performance showing basic (list objectives for ev charging infrastructure).
Course Rubric — DRAFT,21-advanced-battery-management,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,21-advanced-battery-management,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,21-advanced-battery-management,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,21-advanced-battery-management,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
21-advanced-battery-management - week-01-introduction,21-advanced-battery-management,week-01-introduction,(list objectives for Advanced Battery Management),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced battery management).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced battery management).,Approaching (2),2,Partial performance showing basic (list objectives for advanced battery management).
21-advanced-battery-management - week-02-fundamentals,21-advanced-battery-management,week-02-fundamentals,(list objectives for Advanced Battery Management),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced battery management).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced battery management).,Approaching (2),2,Partial performance showing basic (list objectives for advanced battery management).
21-advanced-battery-management - week-03-components,21-advanced-battery-management,week-03-components,(list objectives for Advanced Battery Management),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced battery management).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced battery management).,Approaching (2),2,Partial performance showing basic (list objectives for advanced battery management).
21-advanced-battery-management - week-04-diagnostics,21-advanced-battery-management,week-04-diagnostics,(list objectives for Advanced Battery Management),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced battery management).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced battery management).,Approaching (2),2,Partial performance showing basic (list objectives for advanced battery management).
21-advanced-battery-management - week-05-service-procedures,21-advanced-battery-management,week-05-service-procedures,(list objectives for Advanced Battery Management),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced battery management).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced battery management).,Approaching (2),2,Partial performance showing basic (list objectives for advanced battery management).
21-advanced-battery-management - week-06-review,21-advanced-battery-management,week-06-review,(list objectives for Advanced Battery Management),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for advanced battery management).,Meets expectations (3),3,Competent performance meeting expected (list objectives for advanced battery management).,Approaching (2),2,Partial performance showing basic (list objectives for advanced battery management).
Course Rubric — DRAFT,22-fleet-management-and-operations,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,22-fleet-management-and-operations,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,22-fleet-management-and-operations,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,22-fleet-management-and-operations,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
Course Rubric — DRAFT,22-fleet-management-operations,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,22-fleet-management-operations,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,22-fleet-management-operations,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,22-fleet-management-operations,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
22-fleet-management-operations - week-01-introduction,22-fleet-management-operations,week-01-introduction,(list objectives for Fleet Management & Operations),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for fleet management & operations).,Meets expectations (3),3,Competent performance meeting expected (list objectives for fleet management & operations).,Approaching (2),2,Partial performance showing basic (list objectives for fleet management & operations).
22-fleet-management-operations - week-02-fundamentals,22-fleet-management-operations,week-02-fundamentals,(list objectives for Fleet Management & Operations),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for fleet management & operations).,Meets expectations (3),3,Competent performance meeting expected (list objectives for fleet management & operations).,Approaching (2),2,Partial performance showing basic (list objectives for fleet management & operations).
22-fleet-management-operations - week-03-components,22-fleet-management-operations,week-03-components,(list objectives for Fleet Management & Operations),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for fleet management & operations).,Meets expectations (3),3,Competent performance meeting expected (list objectives for fleet management & operations).,Approaching (2),2,Partial performance showing basic (list objectives for fleet management & operations).
22-fleet-management-operations - week-04-diagnostics,22-fleet-management-operations,week-04-diagnostics,(list objectives for Fleet Management & Operations),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for fleet management & operations).,Meets expectations (3),3,Competent performance meeting expected (list objectives for fleet management & operations).,Approaching (2),2,Partial performance showing basic (list objectives for fleet management & operations).
22-fleet-management-operations - week-05-service-procedures,22-fleet-management-operations,week-05-service-procedures,(list objectives for Fleet Management & Operations),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for fleet management & operations).,Meets expectations (3),3,Competent performance meeting expected (list objectives for fleet management & operations).,Approaching (2),2,Partial performance showing basic (list objectives for fleet management & operations).
22-fleet-management-operations - week-06-review,22-fleet-management-operations,week-06-review,(list objectives for Fleet Management & Operations),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for fleet management & operations).,Meets expectations (3),3,Competent performance meeting expected (list objectives for fleet management & operations).,Approaching (2),2,Partial performance showing basic (list objectives for fleet management & operations).
Course Rubric — DRAFT,23-capstone-project,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,23-capstone-project,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,23-capstone-project,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,23-capstone-project,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
23-capstone-project - week-01-introduction,23-capstone-project,week-01-introduction,(list objectives for Capstone Project),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for capstone project).,Meets expectations (3),3,Competent performance meeting expected (list objectives for capstone project).,Approaching (2),2,Partial performance showing basic (list objectives for capstone project).
23-capstone-project - week-02-fundamentals,23-capstone-project,week-02-fundamentals,(list objectives for Capstone Project),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for capstone project).,Meets expectations (3),3,Competent performance meeting expected (list objectives for capstone project).,Approaching (2),2,Partial performance showing basic (list objectives for capstone project).
23-capstone-project - week-03-components,23-capstone-project,week-03-components,(list objectives for Capstone Project),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for capstone project).,Meets expectations (3),3,Competent performance meeting expected (list objectives for capstone project).,Approaching (2),2,Partial performance showing basic (list objectives for capstone project).
23-capstone-project - week-04-diagnostics,23-capstone-project,week-04-diagnostics,(list objectives for Capstone Project),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for capstone project).,Meets expectations (3),3,Competent performance meeting expected (list objectives for capstone project).,Approaching (2),2,Partial performance showing basic (list objectives for capstone project).
23-capstone-project - week-05-service-procedures,23-capstone-project,week-05-service-procedures,(list objectives for Capstone Project),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for capstone project).,Meets expectations (3),3,Competent performance meeting expected (list objectives for capstone project).,Approaching (2),2,Partial performance showing basic (list objectives for capstone project).
23-capstone-project - week-06-review,23-capstone-project,week-06-review,(list objectives for Capstone Project),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for capstone project).,Meets expectations (3),3,Competent performance meeting expected (list objectives for capstone project).,Approaching (2),2,Partial performance showing basic (list objectives for capstone project).
Course Rubric — DRAFT,24-diesel-technology-capstone,,1) Conceptual Understanding,Level,,Description,Exemplary (4),4,"Demonstrates thorough, accurate, and insightful understanding of key course concepts.",Proficient (3),3,Demonstrates solid understanding with minor omissions.,Developing (2),2,Shows basic understanding but with notable gaps.
Course Rubric — DRAFT,24-diesel-technology-capstone,,2) Procedural Skill & Accuracy,Level,,Description,Exemplary (4),4,Performs procedures accurately and efficiently with professional technique.,Proficient (3),3,Performs procedures correctly with minor errors.,Developing (2),2,Performs procedures with errors; requires guidance.
Course Rubric — DRAFT,24-diesel-technology-capstone,,3) Application & Problem Solving,Level,,Description,Exemplary (4),4,"Applies concepts to solve complex, real-world problems effectively.",Proficient (3),3,Applies concepts to routine problems with success.,Developing (2),2,Attempts application but with limited success.
Course Rubric — DRAFT,24-diesel-technology-capstone,,4) Safety & Professionalism,Level,,Description,Exemplary (4),4,"Consistently models safe, professional, and ethical behavior.",Proficient (3),3,Generally follows safety and professional norms.,Developing (2),2,Occasionally neglects safety or professionalism.
24-diesel-technology-capstone - week-01-introduction,24-diesel-technology-capstone,week-01-introduction,(list objectives for Diesel Technology Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel technology capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel technology capstone).,Approaching (2),2,Partial performance showing basic (list objectives for diesel technology capstone).
24-diesel-technology-capstone - week-02-fundamentals,24-diesel-technology-capstone,week-02-fundamentals,(list objectives for Diesel Technology Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel technology capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel technology capstone).,Approaching (2),2,Partial performance showing basic (list objectives for diesel technology capstone).
24-diesel-technology-capstone - week-03-components,24-diesel-technology-capstone,week-03-components,(list objectives for Diesel Technology Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel technology capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel technology capstone).,Approaching (2),2,Partial performance showing basic (list objectives for diesel technology capstone).
24-diesel-technology-capstone - week-04-diagnostics,24-diesel-technology-capstone,week-04-diagnostics,(list objectives for Diesel Technology Capstone),Level,,Description,Exceeds expectations (4),4,Advanced performance demonstrating exceptional (list objectives for diesel technology capstone).,Meets expectations (3),3,Competent performance meeting expected (list objectives for diesel technology capstone).,Approaching (2),2,Partial performance showing basic (list objectives for diesel technology capstone).
